"year","degree","padeg","madeg","spdeg","sex","ompop","income","rincome","speduc","maeduc","id","commute","industry","sibs","childs","age","educ","paeduc","ballot"
2014,0,7,0,7,2,5,1,0,97,2,1369,-1,0,5,4,19,8,97,3
2014,1,1,1,7,2,1,12,0,97,12,1370,-1,0,1,1,78,14,12,1
2014,4,4,4,7,2,2,12,0,97,20,1371,-1,0,1,1,55,18,19,1
2014,1,1,1,7,2,2,9,0,97,12,1372,-1,0,3,0,43,13,12,1
2014,3,3,1,4,2,2,12,11,18,12,1373,-1,0,3,1,34,16,16,2
2014,3,4,1,7,1,1,8,8,97,12,1374,-1,0,1,0,44,17,18,2
2014,3,3,4,7,2,1,12,12,97,16,1375,-1,0,1,0,35,16,16,2
2014,1,0,0,7,2,2,12,9,97,11,1376,-1,0,8,4,75,12,8,2
2014,1,3,1,3,1,2,11,6,16,14,1377,-1,0,3,3,47,14,17,3
2014,1,1,1,4,2,2,12,10,18,12,1378,-1,0,1,0,40,12,14,3
2014,0,1,1,0,1,2,12,12,11,12,1379,-1,0,3,1,58,12,12,3
2014,4,3,3,1,1,2,12,0,12,16,1380,-1,0,6,2,53,19,16,3
2014,1,1,1,7,2,4,98,2,97,13,1381,-1,0,1,0,19,12,12,3
2014,1,1,1,1,2,4,13,13,12,12,1382,-1,0,3,2,53,12,12,1
2014,3,1,1,1,2,2,12,12,12,12,1383,-1,0,0,0,33,16,12,1
2014,1,3,1,4,1,2,12,12,18,13,1384,-1,0,5,0,57,12,16,2
2014,2,0,1,7,1,4,12,10,97,14,1385,-1,0,5,0,26,16,3,1
2014,1,7,1,7,1,2,12,12,97,15,1386,-1,0,6,2,39,12,97,3
2014,0,0,0,7,1,3,12,12,97,10,1387,-1,0,3,0,52,9,9,3
2014,1,1,1,7,2,1,13,0,97,12,1388,-1,0,1,1,56,13,12,2
2014,0,7,1,7,2,1,8,0,97,12,1389,-1,0,5,2,55,11,97,2
2014,1,1,0,7,1,1,1,0,97,9,1390,-1,0,6,0,50,12,98,1
2014,2,2,0,7,1,2,6,0,97,9,1391,-1,0,1,1,53,15,14,3
2014,4,1,1,3,1,2,11,10,16,12,1392,-1,0,1,0,45,20,9,3
2014,2,7,1,7,1,1,12,12,97,12,1393,-1,0,3,2,67,15,97,1
2014,0,0,0,7,2,2,12,12,97,98,1394,-1,0,4,4,71,10,98,1
2014,1,0,0,7,2,4,12,12,97,7,1395,-1,0,4,2,44,15,11,3
2014,4,1,1,3,1,2,12,12,16,12,1396,-1,0,1,2,37,18,13,3
2014,1,4,3,1,1,3,12,12,13,14,1397,-1,0,7,2,27,12,17,3
2014,4,4,4,7,1,2,12,12,97,18,1398,-1,0,5,2,58,20,20,3
2014,4,1,1,4,1,2,12,12,16,12,1399,-1,0,1,1,66,16,12,3
2014,2,7,1,7,1,3,12,12,97,12,1400,-1,0,3,0,61,14,97,3
2014,1,8,0,7,2,1,10,0,97,98,1401,-1,0,3,0,60,12,98,2
2014,1,7,1,7,1,2,11,0,97,15,1402,-1,0,2,0,25,12,97,3
2014,1,4,4,7,1,1,9,0,97,18,1403,-1,0,8,0,56,12,18,2
2014,1,8,1,7,1,4,12,12,97,12,1404,-1,0,2,2,57,12,12,1
2014,4,4,3,4,2,4,12,9,20,16,1405,-1,0,1,2,42,18,20,1
2014,4,1,3,4,2,2,12,12,18,16,1406,-1,0,7,2,64,20,12,1
2014,2,0,0,7,2,2,12,0,97,8,1407,-1,0,1,0,65,14,8,2
2014,1,0,1,7,1,1,13,0,97,12,1408,-1,0,5,2,63,12,12,2
2014,1,8,8,7,2,1,8,0,97,98,1409,-1,0,7,1,46,9,98,3
2014,3,3,3,7,1,1,12,12,97,16,1410,-1,0,2,0,33,16,16,2
2014,3,4,3,7,1,1,12,12,97,16,1411,-1,0,1,0,32,16,18,2
2014,2,1,1,7,2,2,12,12,97,12,1412,-1,0,2,1,60,14,12,3
2014,1,8,1,0,2,2,9,0,10,12,1413,-1,0,13,3,55,12,11,2
2014,3,4,4,4,1,3,12,0,19,18,1414,-1,0,5,2,33,16,18,1
2014,1,1,0,7,1,2,9,4,97,9,1415,-1,0,4,3,46,9,12,3
2014,0,0,0,7,1,1,9,9,97,0,1416,-1,0,2,0,25,10,0,1
2014,2,4,4,7,1,1,12,12,97,19,1417,-1,0,2,2,37,15,19,3
2014,3,4,4,3,1,2,12,12,16,18,1418,-1,0,2,0,36,15,20,3
2014,4,4,4,3,1,3,12,12,16,16,1419,-1,0,2,1,39,16,16,2
2014,4,4,4,7,1,2,12,0,97,19,1420,-1,0,1,0,27,18,19,3
2014,2,1,8,7,2,3,2,0,97,98,1421,-1,0,6,2,29,14,12,3
2014,3,7,2,7,2,3,12,10,97,14,1422,-1,0,1,0,25,16,97,1
2014,1,1,1,1,2,2,2,2,12,12,1423,-1,0,1,0,28,12,12,3
2014,4,2,1,7,1,2,13,0,97,12,1424,-1,0,2,3,78,18,14,2
2014,1,1,1,1,2,4,12,0,12,12,1425,-1,0,0,2,39,12,12,1
2014,3,1,1,7,2,1,12,12,97,12,1426,-1,0,1,0,33,16,12,1
2014,1,1,1,7,2,1,12,0,97,12,1427,-1,0,7,2,67,15,15,1
2014,1,7,0,7,2,6,12,12,97,0,1428,-1,0,7,1,71,15,97,3
2014,3,3,1,7,2,1,12,12,97,13,1429,-1,0,6,1,58,19,16,3
2014,3,1,1,3,2,2,12,11,16,12,1430,-1,0,6,0,34,16,12,2
2014,4,4,1,4,1,2,12,12,20,12,1431,-1,0,2,0,59,19,17,1
2014,4,1,1,7,2,1,12,0,97,12,1432,-1,0,11,0,70,20,12,1
2014,1,0,1,7,2,1,9,0,97,12,1433,-1,0,2,1,67,12,8,1
2014,1,0,0,1,1,3,10,0,14,10,1434,-1,0,4,0,50,12,8,3
2014,3,1,1,7,2,1,12,0,97,15,1435,-1,0,5,1,67,16,13,1
2014,1,1,1,7,2,4,12,0,97,12,1436,-1,0,3,2,35,12,10,3
2014,1,7,1,7,2,5,12,12,97,12,1437,-1,0,4,4,37,10,97,2
2014,1,7,7,7,2,2,13,0,97,97,1438,-1,0,10,6,67,13,97,3
2014,1,0,0,7,2,1,10,0,97,11,1439,-1,0,1,2,73,12,11,1
2014,1,7,2,2,1,3,12,12,15,14,1440,-1,0,1,1,27,12,97,2
2014,0,8,7,7,1,1,9,0,97,97,1441,-1,0,1,1,78,8,98,1
2014,1,1,1,7,1,3,98,2,97,12,1442,-1,0,2,0,20,12,12,2
2014,1,1,7,7,2,4,12,11,97,97,1443,-1,0,5,2,34,13,16,1
2014,0,8,0,7,2,1,10,0,97,8,1444,-1,0,3,4,80,11,98,2
2014,0,0,8,0,2,2,3,0,11,98,1445,-1,0,7,3,56,11,8,3
2014,0,0,8,0,1,1,11,0,11,12,1446,-1,0,2,2,67,11,98,2
2014,0,0,1,7,2,3,12,11,97,12,1447,-1,0,3,0,22,10,98,2
2014,1,7,1,7,2,2,8,7,97,12,1448,-1,0,6,0,23,13,97,3
2014,0,1,0,7,1,4,12,12,97,8,1449,-1,0,4,2,31,9,12,2
2014,1,1,1,7,2,1,12,0,97,12,1450,-1,0,0,3,70,12,12,3
2014,3,1,4,7,2,2,13,0,97,18,1451,-1,0,2,0,55,16,12,3
2014,4,1,1,7,1,1,12,12,97,12,1452,-1,0,0,0,32,19,12,3
2014,4,1,1,7,2,2,12,12,97,12,1453,-1,0,1,1,56,18,12,3
2014,3,3,3,3,1,4,13,13,16,16,1454,-1,0,3,2,34,16,16,2
2014,4,3,1,4,1,5,13,13,18,13,1455,-1,0,1,3,45,17,16,2
2014,1,1,1,1,1,2,98,13,12,12,1456,-1,0,1,2,60,12,12,3
2014,1,1,1,1,1,4,12,12,12,16,1457,-1,0,1,2,39,12,12,2
2014,1,0,0,1,1,2,12,0,12,8,1458,-1,0,5,3,80,14,8,1
2014,2,1,1,7,1,2,12,12,97,14,1459,-1,0,4,0,28,14,12,2
2014,4,0,1,4,2,3,12,12,18,12,1460,-1,0,1,1,41,20,10,2
2014,1,1,1,7,1,5,9,9,97,12,1461,-1,0,3,3,30,10,12,3
2014,0,7,7,7,2,2,13,0,97,97,1462,-1,0,0,3,79,8,97,2
2014,2,1,1,1,2,3,12,12,12,12,1463,-1,0,2,2,43,14,10,1
2014,1,0,0,7,1,1,10,10,97,6,1464,-1,0,7,1,46,9,6,2
2014,1,7,0,7,2,2,11,11,97,7,1465,-1,0,6,2,51,12,97,1
2014,0,8,8,7,2,1,8,0,97,98,1466,-1,0,9,4,59,8,98,1
2014,1,1,1,7,1,1,8,0,97,12,1467,-1,0,4,0,39,12,12,2
2014,3,0,1,7,2,1,9,0,97,12,1468,-1,0,2,0,51,16,10,2
2014,1,0,0,4,2,2,12,9,17,8,1469,-1,0,1,2,66,12,8,3
2014,3,3,1,3,1,3,12,12,16,14,1470,-1,0,3,1,32,16,16,3
2014,1,1,1,1,1,2,12,12,12,12,1471,-1,0,2,0,55,12,12,1
2014,3,8,1,3,1,5,12,12,16,98,1472,-1,0,2,3,62,16,98,3
2014,0,0,1,7,1,4,12,0,97,12,1473,-1,0,3,1,19,11,10,1
2014,0,1,0,0,1,2,10,0,10,8,1474,-1,0,2,3,75,10,12,3
2014,1,1,1,7,2,5,11,0,97,12,1475,-1,0,2,0,19,12,12,2
2014,1,0,0,3,2,2,12,10,14,98,1476,-1,0,4,2,50,12,7,1
2014,3,1,1,3,2,6,12,98,16,12,1477,-1,0,2,3,37,16,12,1
2014,1,1,1,7,1,3,12,12,97,14,1478,-1,0,2,6,43,14,12,1
2014,3,7,2,7,1,4,12,9,97,14,1479,-1,0,3,0,26,16,97,1
2014,1,4,3,7,2,3,11,4,97,16,1480,-1,0,2,0,19,12,18,3
2014,1,7,0,7,2,2,8,0,97,98,1481,-1,0,0,0,43,12,97,1
2014,1,7,3,7,2,1,12,0,97,16,1482,-1,0,1,2,74,14,97,1
2014,1,0,7,1,1,2,12,12,12,97,1483,-1,0,4,3,60,12,6,3
2014,3,7,3,3,1,3,12,12,16,16,1484,-1,0,3,2,49,16,97,3
2014,1,1,3,0,2,4,12,0,8,16,1485,-1,0,3,3,41,15,12,3
2014,1,2,1,7,1,2,12,12,97,12,1486,-1,0,1,1,39,12,14,2
2014,1,8,1,3,2,2,12,0,16,12,1487,-1,0,2,3,59,12,98,2
2014,1,0,0,7,1,1,12,0,97,8,1488,-1,0,6,5,77,12,8,2
2014,0,7,0,7,2,5,10,0,97,9,1489,-1,0,1,4,33,10,97,1
2014,1,7,2,7,1,2,12,4,97,14,1490,-1,0,3,2,51,12,97,2
2014,1,0,0,1,1,4,98,0,14,4,1491,-1,0,4,4,73,12,6,3
2014,1,1,1,7,1,3,12,0,97,12,1492,-1,0,2,0,34,14,12,3
2014,3,0,1,7,2,3,8,8,97,12,1493,-1,0,2,2,37,16,98,3
2014,0,0,0,0,1,2,11,11,10,10,1494,-1,0,3,2,59,10,8,2
2014,1,7,0,7,1,3,12,12,97,98,1495,-1,0,9,1,55,13,97,2
2014,2,0,0,1,2,2,12,0,12,98,1496,-1,0,3,1,72,14,11,1
2014,4,3,2,7,2,2,12,12,97,14,1497,-1,0,0,0,50,18,16,2
2014,2,1,1,1,2,2,12,12,12,12,1498,-1,0,1,2,60,14,12,2
2014,0,7,1,7,1,2,12,4,97,12,1499,-1,0,1,0,41,11,97,2
2014,0,0,0,2,1,3,12,9,14,98,1500,-1,0,2,2,73,11,98,2
2014,4,1,1,3,2,4,12,12,16,12,1501,-1,0,1,3,45,18,12,2
2014,1,3,1,1,1,3,12,12,12,12,1502,-1,0,1,1,53,12,15,3
2014,1,1,1,7,2,3,4,3,97,10,1503,-1,0,1,2,33,14,10,3
2014,0,0,1,7,1,2,5,0,97,12,1504,-1,0,6,5,57,9,9,1
2014,1,8,8,7,1,1,12,9,97,98,1505,-1,0,3,2,66,12,98,3
2014,1,8,1,7,2,2,12,12,97,12,1506,-1,0,1,0,46,13,98,2
2014,1,1,1,3,2,2,12,5,19,12,1507,-1,0,1,2,52,12,12,3
2014,4,1,1,7,2,1,12,12,97,12,1508,-1,0,4,2,60,18,12,3
2014,1,0,0,7,2,1,10,10,97,7,1509,-1,0,3,0,27,13,5,3
2014,0,1,8,1,2,2,12,0,14,98,1510,-1,0,11,4,68,10,12,2
2014,1,0,1,1,1,2,13,0,14,12,1511,-1,0,1,2,62,15,8,3
2014,1,7,1,1,1,2,12,12,11,12,1512,-1,0,5,2,65,9,97,1
2014,1,8,8,1,1,2,12,0,12,98,1513,-1,0,6,5,68,12,98,2
2014,3,3,4,2,1,3,12,12,14,18,1514,-1,0,1,1,41,16,16,1
2014,1,1,0,0,2,4,12,3,10,0,1515,-1,0,6,3,63,12,12,1
2014,3,1,2,3,2,3,12,12,16,14,1516,-1,0,1,1,33,16,12,1
2014,1,7,4,7,1,3,12,5,97,18,1517,-1,0,5,0,21,12,97,1
2014,1,0,0,7,2,1,10,0,97,8,1518,-1,0,2,6,83,12,8,2
2014,3,7,3,3,2,6,12,12,16,16,1519,-1,0,6,7,47,16,97,3
2014,0,7,0,7,2,3,10,10,97,11,1520,-1,0,2,2,36,10,97,1
2014,1,1,0,7,1,1,13,0,97,10,1521,-1,0,2,2,67,12,12,2
2014,3,3,1,7,2,1,9,0,97,12,1522,-1,0,1,4,81,16,16,2
2014,1,7,1,7,1,2,12,1,97,16,1523,-1,0,1,0,26,14,97,2
2014,1,1,0,7,2,2,12,0,97,10,1524,-1,0,4,4,49,12,13,3
2014,1,7,2,7,2,3,13,6,97,14,1525,-1,0,10,0,20,13,97,2
2014,1,1,1,2,1,2,11,0,14,98,1526,-1,0,3,0,24,13,12,2
2014,1,3,1,1,2,3,13,13,12,14,1527,-1,0,3,4,55,13,16,2
2014,1,7,1,7,1,1,10,10,97,12,1528,-1,0,2,0,28,9,97,2
2014,1,0,0,3,2,2,12,0,16,7,1529,-1,0,9,3,78,12,6,2
2014,3,0,1,7,2,1,11,11,97,12,1530,-1,0,2,3,83,17,8,1
2014,3,4,3,3,1,2,12,12,17,16,1531,-1,0,2,0,37,20,20,2
2014,1,4,4,7,2,1,13,0,97,20,1532,-1,0,2,0,99,18,20,3
2014,3,3,3,7,1,3,98,5,97,16,1533,-1,0,3,0,22,16,16,1
2014,3,0,1,7,2,1,12,0,97,12,1534,-1,0,1,4,55,16,4,1
2014,4,4,4,4,1,2,98,12,17,17,1535,-1,0,1,0,30,18,17,2
2014,1,1,1,7,2,2,11,3,97,98,1536,-1,0,4,1,46,10,98,1
2014,3,7,2,3,1,4,13,13,16,16,1537,-1,0,1,2,45,16,97,1
2014,1,0,0,1,2,2,12,12,12,10,1538,-1,0,9,1,57,12,7,1
2014,1,0,1,7,1,1,10,0,97,12,1539,-1,0,1,2,63,12,6,1
2014,1,7,0,1,1,2,11,0,12,3,1540,-1,0,15,3,59,9,97,3
2014,0,1,0,7,2,2,98,98,97,10,1541,-1,0,2,3,27,10,12,1
2014,1,7,0,7,2,2,10,0,97,98,1542,-1,0,3,1,64,12,97,3
2014,1,1,1,7,1,2,98,11,97,12,1543,-1,0,2,0,31,12,16,1
2014,4,1,1,7,1,1,12,12,97,12,1544,-1,0,1,2,40,16,12,3
2014,4,1,1,4,2,2,12,12,17,13,1545,-1,0,1,0,36,17,12,2
2014,1,3,1,1,1,3,12,12,13,12,1546,-1,0,4,1,51,14,16,2
2014,1,1,1,7,2,1,8,0,97,12,1547,-1,0,2,2,46,12,12,1
2014,1,7,0,1,1,2,12,12,12,98,1548,-1,0,9,3,57,14,97,2
2014,3,1,1,2,2,2,12,12,14,12,1549,-1,0,3,1,35,18,13,2
2014,1,7,2,7,2,2,12,11,97,14,1550,-1,0,3,1,37,15,97,2
2014,1,0,0,1,1,2,9,9,12,98,1551,-1,0,3,0,62,12,98,3
2014,0,9,0,7,2,1,8,0,97,99,1552,-1,0,8,1,89,9,99,1
2014,1,0,2,7,1,4,8,8,97,19,1553,-1,0,2,0,21,13,6,3
2014,1,0,0,1,1,2,98,0,12,98,1554,-1,0,3,3,66,12,8,3
2014,1,1,1,7,1,2,12,12,97,12,1555,-1,0,2,0,52,13,12,3
2014,1,1,2,7,2,1,9,0,97,15,1556,-1,0,2,1,65,13,12,2
2014,1,2,1,7,1,1,4,5,97,10,1557,-1,0,8,3,49,11,14,1
2014,2,2,1,3,2,2,12,12,16,13,1558,-1,0,1,2,57,15,14,2
2014,2,1,0,1,1,3,12,12,12,10,1559,-1,0,2,3,54,15,12,2
2014,4,1,1,4,1,3,12,12,16,12,1560,-1,0,1,1,37,16,12,1
2014,1,0,2,1,1,5,9,9,14,14,1561,-1,0,4,3,39,12,9,1
2014,2,0,2,2,2,2,13,13,14,13,1562,-1,0,4,4,58,14,6,1
2014,1,0,0,7,1,1,9,0,97,98,1563,-1,0,8,3,86,12,11,1
2014,1,1,1,7,2,1,11,0,97,12,1564,-1,0,3,4,77,12,12,3
2014,1,0,0,0,2,2,12,10,11,5,1565,-1,0,5,1,49,12,9,1
2014,1,8,0,7,2,1,12,12,97,11,1566,-1,0,3,2,67,12,98,2
2014,1,0,8,2,1,2,12,0,14,98,1567,-1,0,2,1,58,13,4,1
2014,1,0,1,0,2,1,13,13,11,11,1568,-1,0,7,2,60,12,5,3
2014,1,1,0,7,2,1,1,0,97,11,1569,-1,0,12,5,56,12,12,1
2014,1,1,2,7,1,1,11,11,97,14,1570,-1,0,2,0,44,14,12,2
2014,1,0,0,1,1,2,12,0,11,9,1571,-1,0,10,5,71,12,98,2
2014,3,0,0,3,1,2,12,0,16,7,1572,-1,0,1,0,86,16,3,3
2014,2,3,2,7,1,1,12,12,97,14,1573,-1,0,4,0,32,14,16,3
2014,0,0,0,7,2,1,10,0,97,98,1574,-1,0,9,2,61,11,2,1
2014,0,7,1,7,2,2,98,0,97,12,1575,-1,0,5,0,19,12,97,1
2014,1,7,2,1,2,5,13,13,12,14,1576,-1,0,0,3,38,15,97,2
2014,1,3,3,1,2,2,6,2,12,16,1577,-1,0,5,0,25,13,16,3
2014,1,9,0,7,1,1,13,13,97,99,1578,-1,0,99,0,19,12,99,2
2014,0,0,8,1,1,2,11,0,12,98,1579,-1,0,7,7,69,10,98,1
2014,1,0,0,1,2,2,98,98,12,9,1580,-1,0,2,3,57,12,8,3
2014,1,8,0,0,2,2,12,6,11,9,1581,-1,0,4,1,45,10,98,1
2014,0,7,0,7,1,2,11,0,97,0,1582,-1,0,6,0,66,10,97,3
2014,3,1,1,7,2,2,12,0,97,12,1583,-1,0,6,3,37,18,12,1
2014,1,7,0,7,2,1,1,1,97,6,1584,-1,0,5,1,52,12,97,3
2014,0,1,1,1,1,2,12,12,12,14,1585,-1,0,6,0,45,11,13,2
2014,1,1,1,1,2,2,11,0,12,13,1586,-1,0,1,1,55,12,12,3
2014,1,7,1,7,2,1,4,0,97,12,1587,-1,0,3,0,30,12,97,3
2014,0,0,0,1,1,2,12,11,12,0,1588,-1,0,4,0,41,0,0,2
2014,2,1,1,1,2,2,98,0,12,13,1589,-1,0,6,2,56,18,12,1
2014,1,1,1,1,2,4,98,12,12,12,1590,-1,0,3,2,61,14,12,2
2014,2,2,1,2,2,3,12,12,14,12,1591,-1,0,1,1,36,16,14,2
2014,4,3,3,4,1,4,12,12,18,18,1592,-1,0,1,2,50,20,17,1
2014,3,0,1,7,2,1,12,12,97,12,1593,-1,0,4,1,59,16,5,2
2014,1,7,0,7,2,1,11,0,97,8,1594,-1,0,0,3,78,12,97,3
2014,0,0,7,0,1,4,12,0,8,97,1595,-1,0,7,2,28,8,9,1
2014,1,1,1,1,2,2,12,9,14,12,1596,-1,0,1,2,65,12,12,1
2014,1,1,0,1,1,3,12,12,12,8,1597,-1,0,3,3,52,12,12,2
2014,3,1,0,7,2,1,10,0,97,12,1598,-1,0,1,3,68,16,13,1
2014,1,0,0,7,1,1,12,0,97,6,1599,-1,0,1,0,70,14,3,2
2014,3,7,3,3,2,2,12,0,16,17,1600,-1,0,3,1,66,18,97,1
2014,1,3,1,1,1,2,12,0,14,12,1601,-1,0,1,3,84,15,16,3
2014,1,0,1,1,2,2,12,12,12,12,1602,-1,0,5,1,59,12,3,2
2014,1,2,4,7,2,4,98,1,97,18,1603,-1,0,1,0,20,15,14,2
2014,2,1,2,7,2,5,12,0,97,17,1604,-1,0,5,4,31,14,12,2
2014,4,7,4,7,1,2,12,12,97,18,1605,-1,0,6,6,43,19,97,3
2014,1,0,1,7,1,1,9,0,97,12,1606,-1,0,4,0,33,13,8,1
2014,4,0,1,7,2,3,12,12,97,12,1607,-1,0,2,2,37,18,9,3
2014,0,0,0,7,2,1,3,0,97,0,1608,-1,0,1,6,81,8,98,1
2014,0,0,0,7,2,1,9,0,97,5,1609,-1,0,6,3,70,11,8,2
2014,1,1,0,7,1,3,12,8,97,6,1610,-1,0,1,1,30,10,12,1
2014,0,7,8,7,1,1,9,0,97,98,1611,-1,0,1,1,74,3,97,3
2014,0,0,0,7,2,1,9,0,97,10,1612,-1,0,4,2,65,8,10,3
2014,3,3,3,7,1,2,4,0,97,16,1613,-1,0,2,0,25,16,16,1
2014,1,1,0,7,2,1,12,12,97,0,1614,-1,0,2,0,52,14,12,2
2014,1,1,8,7,1,1,2,0,97,98,1615,-1,0,3,0,56,12,98,2
2014,0,0,0,7,2,3,12,0,97,8,1616,-1,0,5,4,84,8,8,3
2014,1,1,7,7,1,3,1,5,97,97,1617,-1,0,2,1,50,12,12,2
2014,1,1,1,1,2,5,11,0,12,12,1618,-1,0,99,3,36,12,12,1
2014,1,0,3,3,1,2,12,12,16,16,1619,-1,0,4,0,25,14,8,3
2014,0,7,8,0,2,6,11,9,11,98,1620,-1,0,7,4,73,11,97,1
2014,1,1,4,7,2,3,12,7,97,18,1621,-1,0,3,0,22,12,12,2
2014,3,0,0,1,2,4,12,0,15,4,1622,-1,0,2,2,37,16,6,2
2014,1,7,1,7,2,2,12,11,97,14,1623,-1,0,3,5,46,12,97,1
2014,1,7,0,7,2,2,2,8,97,9,1624,-1,0,3,3,37,11,97,3
2014,1,1,0,0,2,3,12,5,12,5,1625,-1,0,10,1,44,14,12,1
2014,0,0,0,7,2,4,2,0,97,7,1626,-1,0,19,3,46,13,8,2
2014,0,9,7,7,1,2,98,0,97,97,1627,-1,0,2,0,22,11,99,3
2014,1,1,1,0,2,2,13,13,8,12,1628,-1,0,3,2,99,10,12,3
2014,1,1,8,0,2,2,12,10,10,98,1629,-1,0,2,2,33,12,12,1
2014,3,7,0,1,2,2,12,12,15,11,1630,-1,0,3,0,30,16,97,3
2014,2,1,1,7,2,2,12,12,97,12,1631,-1,0,4,1,41,15,12,3
2014,1,2,2,1,2,2,12,11,12,14,1632,-1,0,2,2,56,13,14,1
2014,1,8,0,7,2,1,10,0,97,10,1633,-1,0,1,4,88,14,98,1
2014,1,1,1,7,1,1,12,12,97,12,1634,-1,0,3,0,72,12,12,1
2014,1,1,1,2,1,2,12,12,15,12,1635,-1,0,2,0,54,12,12,2
2014,2,1,1,7,2,3,12,0,97,12,1636,-1,0,3,2,49,14,12,1
2014,1,7,1,7,2,1,12,0,97,12,1637,-1,0,3,4,48,13,97,3
2014,0,1,1,7,1,3,12,12,97,12,1638,-1,0,3,2,50,10,12,1
2014,0,0,0,7,2,1,9,0,97,8,1639,-1,0,10,3,72,11,2,2
2014,1,0,0,7,1,2,11,9,97,9,1640,-1,0,2,2,58,12,6,2
2014,1,0,1,1,2,4,12,9,14,11,1641,-1,0,11,3,46,13,98,1
2014,1,1,1,7,2,2,9,4,97,12,1642,-1,0,2,1,32,13,12,3
2014,0,7,1,7,2,3,98,0,97,12,1643,-1,0,4,1,25,11,97,3
2014,1,8,8,1,1,2,12,12,12,98,1644,-1,0,2,3,58,12,98,1
2014,4,1,1,7,2,2,12,12,97,12,1645,-1,0,4,0,60,16,12,1
2014,1,1,1,7,2,2,12,12,97,14,1646,-1,0,1,0,41,12,12,1
2014,1,1,1,1,2,2,12,12,14,10,1647,-1,0,6,2,29,14,12,2
2014,1,1,1,7,2,1,12,12,97,98,1648,-1,0,1,2,32,13,98,2
2014,1,8,0,7,2,2,12,12,97,98,1649,-1,0,5,2,54,14,12,3
2014,3,4,2,7,2,1,12,0,97,14,1650,-1,0,1,1,72,16,16,3
2014,4,3,2,4,2,4,12,12,20,14,1651,-1,0,1,2,52,20,16,3
2014,3,1,1,1,1,2,12,0,16,12,1652,-1,0,4,2,71,16,15,3
2014,0,1,7,7,2,5,12,0,97,97,1653,-1,0,20,5,25,12,15,3
2014,3,1,1,4,2,2,12,0,17,14,1654,-1,0,0,3,79,16,14,1
2014,3,7,8,1,1,2,12,0,12,98,1655,-1,0,1,2,76,16,97,2
2014,0,0,0,1,2,2,12,0,12,4,1656,-1,0,3,1,53,11,0,2
2014,1,1,1,7,1,1,11,11,97,12,1657,-1,0,3,1,56,12,12,2
2014,1,1,2,7,2,3,11,11,97,15,1658,-1,0,5,3,26,12,14,2
2014,1,7,3,7,2,3,11,7,97,16,1659,-1,0,9,0,20,12,97,3
2014,4,3,1,3,2,2,12,12,16,12,1660,-1,0,3,2,69,19,16,1
2014,3,1,1,7,1,2,12,12,97,12,1661,-1,0,6,2,59,17,12,2
2014,1,1,1,1,2,1,12,0,12,12,1662,-1,0,2,2,80,14,12,3
2014,2,0,2,1,2,2,10,0,12,14,1664,-1,0,3,2,31,16,11,2
2014,1,0,0,0,1,3,12,12,9,98,1665,-1,0,7,2,47,12,6,3
2014,1,1,1,7,1,1,12,0,97,12,1666,-1,0,3,0,65,13,13,1
2014,1,7,0,1,2,3,12,12,12,8,1667,-1,0,6,1,53,13,97,2
2014,1,0,0,7,2,3,98,0,97,7,1669,-1,0,4,3,79,12,3,2
2014,3,7,1,1,1,2,13,13,12,12,1672,-1,0,1,4,43,16,97,3
2014,0,8,8,7,1,2,12,0,97,98,1673,-1,0,6,2,87,8,98,2
2014,1,1,2,1,1,2,12,11,11,16,1674,-1,0,3,0,35,10,10,3
2014,3,3,1,7,2,1,12,12,97,12,1676,-1,0,0,0,27,16,16,3
2014,1,1,1,1,2,2,11,98,12,15,1677,-1,0,4,0,41,14,12,3
2014,3,1,1,1,2,3,12,0,12,12,1678,-1,0,1,2,50,16,12,1
2014,1,1,1,1,2,3,12,11,15,14,1679,-1,0,1,1,29,14,13,3
2014,1,0,1,1,1,4,13,0,12,12,1680,-1,0,6,6,47,12,9,3
2014,1,0,0,7,2,1,9,0,97,9,1681,-1,0,6,3,69,12,98,2
2014,0,0,0,7,2,2,9,4,97,5,1682,-1,0,6,0,48,11,2,1
2014,0,8,0,0,2,2,12,0,10,10,1683,-1,0,2,4,74,10,98,3
2014,0,0,1,7,2,3,9,5,97,12,1684,-1,0,6,2,39,10,9,1
2014,3,1,1,7,1,1,12,0,97,12,1685,-1,0,1,3,68,16,12,2
2014,4,1,1,4,1,2,13,13,18,12,1686,-1,0,4,2,58,18,12,3
2014,1,0,0,7,1,1,12,12,97,4,1687,-1,0,5,0,72,15,4,2
2014,1,0,2,2,2,2,12,0,16,14,1688,-1,0,1,2,45,12,11,3
2014,1,7,1,7,2,3,7,6,97,11,1689,-1,0,10,2,47,12,97,2
2014,1,1,1,7,1,1,13,0,97,12,1690,-1,0,2,0,21,13,12,2
2014,1,0,1,1,2,2,12,0,13,12,1691,-1,0,8,3,48,14,6,2
2014,1,0,0,7,2,1,1,0,97,6,1692,-1,0,5,1,82,12,0,2
2014,1,7,0,7,2,2,9,9,97,5,1693,-1,0,16,3,52,13,97,1
2014,0,7,0,1,1,2,12,12,12,8,1694,-1,0,2,1,62,8,97,1
2014,1,0,0,7,2,1,9,0,97,7,1695,-1,0,6,2,88,12,5,3
2014,0,1,1,7,2,1,3,0,97,12,1696,-1,0,3,0,49,10,98,3
